Frame,Visibility,X,Y
0,1,403,417
1,1,401,417
2,1,404,427
3,1,400,434
4,1,396,442
5,1,425,440
6,1,471,426
7,1,522,403
8,1,568,395
9,1,595,379
10,1,630,365
11,1,656,355
12,1,685,344
13,1,708,331
14,1,730,319
15,1,745,313
16,1,759,301
17,1,773,293
18,1,783,283
19,1,793,273
20,1,802,271
21,1,803,265
22,1,815,261
23,1,823,256
24,1,833,253
25,1,842,249
26,1,852,245
27,1,875,242
28,1,886,240
29,1,903,244
30,1,918,246
31,1,935,248
32,1,953,256
33,1,971,259
34,1,993,262
35,1,1014,277
36,1,1032,284
37,1,1053,292
38,1,1076,303
39,1,1097,316
40,1,1118,325
41,1,1142,345
42,1,1169,362
43,1,1202,382
44,1,1226,401
45,1,1249,414
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,1,1272,396
51,1,1253,385
52,1,1236,353
53,1,1211,328
54,1,1191,302
55,1,1177,280
56,1,1164,257
57,1,1151,241
58,1,1140,225
59,1,1129,204
60,1,1120,191
61,1,1108,180
62,1,1102,167
63,1,1091,153
64,1,1088,145
65,1,1082,137
66,1,1076,126
67,1,1075,126
68,1,1078,122
69,1,1071,122
70,1,1067,119
71,1,1067,119
72,1,1067,123
73,1,1067,123
74,1,1067,129
75,1,1070,135
76,1,1077,146
77,1,1081,155
78,1,1087,164
79,1,1088,177
80,1,1086,197
81,1,1090,203
82,1,1094,230
83,1,1092,249
84,1,1091,272
85,1,1092,288
86,1,1092,313
87,1,1091,328
88,1,1088,362
89,1,1085,385
90,1,1084,410
91,1,1080,434
92,1,1072,450
93,1,1073,440
94,1,1073,421
95,1,1064,412
96,1,1064,402
97,1,1062,393
98,1,1057,391
99,1,1053,383
100,1,1054,383
101,1,1047,393
102,1,1041,392
103,1,1036,395
104,1,1027,398
105,1,1032,399
106,1,1029,407
107,1,1027,417
108,1,1025,429
109,1,957,424
110,1,889,418
111,1,834,418
112,1,788,418
113,1,745,426
114,1,703,424
115,1,660,427
116,1,640,435
117,1,616,452
118,1,593,459
119,1,582,476
120,1,578,491
121,1,572,505
122,1,609,523
123,1,669,409
124,1,711,359
125,1,747,327
126,1,765,286
127,1,784,246
128,1,797,207
129,1,802,168
130,1,800,128
131,1,784,94
132,1,766,64
133,1,753,33
134,1,736,4
135,0,0,0
136,0,0,0
137,0,0,0
138,0,0,0
139,0,0,0
140,0,0,0
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,0
147,0,0,0
148,0,0,0
149,0,0,0
150,0,0,0
151,0,0,0
152,0,0,0
153,0,0,0
154,0,0,0
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,0
159,0,0,0
160,0,0,0
161,0,0,0
162,0,0,0
163,0,0,0
164,0,0,0
165,0,0,0
166,0,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,0,0
171,0,0,0
172,0,0,0
173,1,468,6
174,1,468,35
175,1,472,52
176,0,0,0
177,1,472,148
178,1,471,185
179,1,477,222
180,1,478,259
181,1,481,315
182,1,482,352
183,1,484,396
184,1,485,439
185,1,487,485
186,1,485,534
187,1,479,581
188,1,478,637
189,1,491,601
190,1,517,553
191,1,541,509
192,1,563,451
193,1,585,411
194,1,601,359
195,1,617,324
196,1,636,282
197,1,646,249
198,1,663,215
199,1,668,181
200,1,679,155
201,1,689,123
202,1,696,95
203,1,702,70
204,1,705,49
205,1,715,32
206,1,718,3
207,0,0,0
208,0,0,0
209,0,0,0
210,0,0,0
211,0,0,0
212,0,0,0
213,0,0,0
214,0,0,0
215,0,0,0
216,0,0,0
217,0,0,0
218,0,0,0
219,0,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0,0,0
225,0,0,0
226,1,725,0
227,1,722,6
228,1,719,18
229,1,717,40
230,1,713,58
231,1,718,84
232,1,713,104
233,1,712,124
234,1,713,149
235,1,709,166
236,1,710,197
237,1,709,223
238,1,707,251
239,1,707,272
240,1,704,304
241,1,697,325
242,1,693,360
243,1,688,385
244,1,684,417
245,1,688,446
246,1,706,425
247,1,720,415
248,1,737,406
249,1,763,401
250,1,778,395
251,1,796,395
252,1,824,384
253,1,840,386
254,1,866,385
255,1,884,387
256,1,908,387
257,1,932,391
258,1,952,398
259,1,977,403
260,1,1003,410
261,1,1024,414
262,1,1051,430
263,1,1080,437
264,1,1112,455
265,1,1139,468
266,1,1172,486
267,1,1201,501
268,1,1228,524
269,1,1261,545
