Frame,Visibility,X,Y
0,1,686,466
1,1,722,462
2,1,748,456
3,1,778,457
4,1,796,456
5,1,822,452
6,1,841,448
7,1,863,449
8,1,880,445
9,1,903,447
10,1,926,446
11,1,946,450
12,1,970,452
13,1,996,458
14,1,1024,464
15,1,1052,466
16,1,1089,475
17,1,1121,483
18,1,1156,497
19,1,1192,515
20,1,1235,526
21,1,1272,545
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,1,1265,426
30,1,1237,397
31,1,1210,374
32,1,1193,348
33,1,1174,325
34,1,1155,304
35,1,1143,287
36,1,1131,270
37,1,1117,261
38,1,1102,245
39,1,1088,227
40,1,1076,220
41,1,1067,214
42,1,1061,206
43,1,1060,199
44,1,1051,191
45,1,1051,187
46,1,1048,183
47,1,1045,184
48,1,1042,184
49,1,1038,191
50,1,1034,194
51,1,1031,202
52,1,1025,208
53,1,1024,218
54,1,1027,230
55,1,1026,240
56,1,1022,254
57,1,1019,266
58,1,1015,280
59,1,1012,295
60,1,1004,315
61,1,1002,329
62,1,999,350
63,1,992,381
64,1,991,396
65,1,976,414
66,1,986,425
67,1,994,411
68,1,1007,405
69,1,1017,400
70,1,1028,392
71,1,1041,391
72,1,1046,388
73,1,1060,389
74,1,1066,393
75,1,1073,393
76,1,1075,396
77,1,1085,401
78,1,1089,413
79,1,1093,418
80,1,1096,431
81,1,1091,426
82,1,1072,425
83,1,1055,423
84,1,1038,425
85,1,1025,433
86,1,1012,430
87,1,994,432
88,1,983,440
89,1,968,442
90,1,955,457
91,1,953,464
92,1,938,480
93,1,931,489
94,1,927,495
95,1,917,503
96,1,911,522
97,1,900,536
98,1,896,547
99,1,887,566
100,1,878,582
101,1,867,600
102,1,858,622
103,1,842,641
104,1,836,665
105,1,824,683
106,0,0,0
107,0,0,0
108,1,799,684
109,1,787,664
110,1,775,642
111,1,770,623
112,1,761,611
113,1,753,593
114,1,740,579
115,1,732,568
116,1,723,564
117,1,710,553
118,1,699,547
119,1,691,536
