Frame,Visibility,X,Y
0,1,1431,364
1,1,1342,301
2,1,1320,306
3,1,1288,298
4,1,1269,301
5,1,1237,309
6,1,1204,312
7,1,1185,315
8,1,1158,328
9,1,1132,331
10,1,1111,339
11,1,1081,354
12,1,1050,363
13,1,1023,376
14,1,999,388
15,1,975,402
16,1,936,423
17,1,912,432
18,1,883,454
19,1,849,471
20,1,822,481
21,1,802,505
22,1,774,526
23,1,747,544
24,1,723,559
25,1,693,586
26,1,672,597
27,1,642,621
28,1,619,643
29,1,619,646
30,1,642,621
31,1,663,606
32,1,675,583
33,1,699,558
34,1,718,543
35,1,739,525
36,1,757,510
37,1,774,493
38,1,787,477
39,1,802,468
40,1,817,456
41,1,832,444
42,1,843,435
43,1,855,430
44,1,870,420
45,1,886,417
46,1,895,412
47,1,909,408
48,1,921,408
49,1,939,403
50,1,945,408
51,1,960,409
52,1,969,412
53,1,984,418
54,1,997,423
55,1,1012,430
56,1,1023,441
57,1,1032,451
58,1,1041,456
59,1,1048,463
60,1,1057,478
61,1,1074,496
62,1,1077,507
63,1,1093,523
64,1,1087,508
65,1,1086,490
66,1,1086,460
67,1,1081,438
68,1,1081,412
69,1,1078,391
70,1,1078,372
71,1,1072,360
72,1,1071,337
73,1,1066,325
74,1,1056,312
75,1,1050,303
76,1,1045,297
77,1,1035,282
78,1,1021,274
79,1,1015,268
80,1,1003,259
81,1,997,258
82,1,978,261
83,1,972,259
84,1,960,261
85,1,948,262
86,1,943,259
87,1,934,259
88,1,919,262
89,1,916,268
90,1,907,274
91,1,891,283
92,1,888,292
93,1,885,295
94,1,885,291
95,1,892,289
96,1,901,288
97,1,913,288
98,1,924,288
99,1,933,289
100,1,942,291
101,1,958,291
102,1,964,295
103,1,981,297
104,1,999,309
105,1,1011,313
106,1,1029,325
107,1,1039,336
108,1,1047,343
109,1,1075,355
110,1,1083,370
111,1,1096,384
112,1,1108,393
113,1,1128,406
114,1,1141,421
115,1,1156,438
116,1,1159,412
117,1,1162,384
118,1,1174,360
119,1,1177,345
120,1,1183,322
121,1,1185,301
122,1,1191,279
123,1,1198,259
124,1,1198,234
125,1,1203,216
126,1,1209,199
127,1,1210,181
128,1,1215,162
129,1,1222,141
130,1,1222,126
131,1,1225,118
132,1,1231,100
133,1,1231,91
134,1,1233,81
135,1,1230,72
136,1,1228,61
137,1,1231,58
138,1,1231,58
139,1,1230,55
140,1,1227,49
141,1,1221,49
142,1,1218,52
143,1,1215,60
144,1,1212,66
145,1,1203,63
146,1,1201,72
147,1,1198,76
148,1,1194,87
149,1,1189,93
150,1,1182,102
151,1,1177,112
152,1,1173,126
153,1,1168,145
154,1,1168,160
155,1,1165,180
156,1,1158,198
157,1,1155,219
158,1,1153,237
159,1,1146,258
160,1,1144,283
161,1,1144,303
162,1,1141,325
163,1,1143,348
164,1,1141,373
165,1,1141,402
166,1,1141,432
167,1,1138,459
168,1,1143,487
169,1,1146,513
170,1,1150,544
171,1,1149,567
172,1,1147,543
173,1,1144,513
174,1,1140,483
175,1,1137,457
176,1,1132,427
177,1,1120,400
178,1,1114,372
179,1,1110,346
180,1,1101,325
181,1,1092,303
182,1,1084,277
183,1,1077,259
184,1,1068,234
185,1,1066,214
186,1,1054,193
187,1,1053,180
188,1,1044,163
189,1,1038,139
190,1,1026,136
191,1,1015,117
192,1,1009,111
193,1,999,97
194,1,993,93
195,1,987,85
196,1,979,82
197,1,967,81
198,1,964,82
199,1,960,85
200,1,955,87
201,1,949,90
202,1,946,97
203,1,943,102
204,1,942,109
205,1,942,121
206,1,942,135
207,1,946,154
208,1,951,172
209,1,951,192
