Frame,Visibility,X,Y
0,1,488,462
1,1,483,467
2,1,483,478
3,1,522,470
4,1,554,450
5,1,600,430
6,1,654,410
7,1,685,396
8,1,726,382
9,1,756,363
10,1,788,350
11,1,817,338
12,1,832,332
13,1,847,319
14,1,861,311
15,1,869,306
16,1,885,296
17,1,902,289
18,1,912,284
19,1,920,271
20,1,923,272
21,1,935,277
22,1,937,276
23,1,938,265
24,1,944,276
25,1,958,274
26,1,969,277
27,1,978,280
28,1,984,287
29,1,998,300
30,1,1005,309
31,1,1018,310
32,1,1036,321
33,1,1054,338
34,1,1075,353
35,1,1096,374
36,1,1119,388
37,1,1137,406
38,1,1157,424
39,1,1183,446
40,1,1210,472
41,1,1234,498
42,1,1233,506
43,1,1195,482
44,1,1158,456
45,1,1135,435
46,1,1107,408
47,1,1082,396
48,1,1067,385
49,1,1043,368
50,1,1018,348
51,1,1009,336
52,1,997,325
53,1,987,318
54,1,975,304
55,1,963,295
56,1,953,294
57,1,955,286
58,1,944,281
59,1,948,281
60,1,944,280
61,1,938,278
62,1,938,278
63,1,940,283
64,1,940,287
65,1,940,294
66,1,931,295
67,1,932,312
68,1,929,315
69,1,930,330
70,1,927,346
71,1,928,351
72,1,924,372
73,1,921,381
74,1,917,402
75,1,914,420
76,1,908,437
77,1,920,416
78,1,932,383
79,1,936,358
80,1,951,327
81,1,960,312
82,1,971,285
83,1,981,265
84,1,990,239
85,1,998,219
86,1,999,207
87,1,1001,187
88,1,1005,178
89,1,1012,164
90,1,1018,151
91,1,1023,143
92,1,1027,136
93,1,1032,131
94,1,1043,124
95,1,1048,116
96,1,1050,124
97,1,1057,127
98,1,1065,129
99,1,1067,136
100,1,1077,145
101,1,1083,155
102,1,1089,161
103,1,1096,174
104,1,1106,187
105,1,1105,201
106,1,1110,220
107,1,1118,237
108,1,1121,257
109,1,1128,274
110,1,1140,297
111,1,1143,334
112,1,1150,353
113,1,1147,386
114,1,1157,409
115,1,1167,447
116,1,1109,438
117,1,1022,431
118,1,952,412
119,1,943,379
120,1,953,363
121,1,958,337
122,1,976,323
123,1,997,304
124,1,1018,292
125,1,1036,283
126,1,1055,278
127,1,1071,273
128,1,1080,262
129,1,1086,268
130,1,1087,267
131,1,1081,278
132,1,1080,278
133,1,1068,292
134,1,1060,294
135,1,1052,301
136,1,1042,313
137,1,1039,323
138,1,1025,337
139,1,1017,355
140,1,1005,363
141,1,994,381
142,1,988,396
143,1,981,412
144,1,971,437
145,1,958,454
146,1,950,482
147,1,944,497
148,1,938,517
149,1,925,510
150,1,937,484
151,1,945,446
152,1,946,414
153,1,957,380
154,1,960,348
155,1,967,319
156,1,973,299
157,1,978,270
158,1,988,243
159,1,992,220
160,1,1003,192
161,1,1004,175
162,1,1009,158
163,1,1013,142
164,1,1021,122
165,1,1022,112
166,1,1022,95
167,1,1024,86
168,1,1027,76
169,1,1025,66
170,1,1026,60
171,1,1023,52
172,1,1028,47
173,1,1025,50
174,1,1023,45
175,1,1023,50
176,1,1018,49
177,1,1019,56
178,1,1020,65
179,1,1015,66
180,1,1012,78
181,1,1008,84
182,1,1007,101
183,1,1006,116
184,1,1000,131
185,1,997,150
186,1,993,167
187,1,994,187
188,1,985,207
189,1,985,230
190,1,977,249
191,1,974,279
192,1,969,308
193,1,971,340
194,1,961,367
195,1,959,395
196,1,960,430
197,1,956,457
198,1,950,473
199,1,946,444
200,1,935,419
201,1,921,383
202,1,914,358
203,1,905,328
204,1,896,303
205,1,890,280
206,1,883,255
207,1,884,239
208,1,879,225
209,1,870,203
210,1,875,207
211,1,868,193
212,1,863,174
213,1,862,167
214,1,860,153
215,1,854,147
216,1,853,139
217,1,851,139
218,1,843,131
219,1,840,129
220,1,830,132
221,1,827,133
222,1,826,137
223,1,818,145
224,1,813,151
225,1,806,158
226,1,800,169
227,1,794,183
228,1,785,192
229,1,778,208
230,1,764,224
231,1,752,242
232,1,730,260
233,1,714,280
234,1,715,302
235,1,748,310
236,1,771,321
237,1,793,335
238,1,814,354
239,1,848,372
