Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,1,376,411
7,1,376,419
8,1,368,430
9,1,401,420
10,1,436,413
11,1,496,404
12,1,533,395
13,1,582,393
14,1,616,379
15,1,665,379
16,1,702,377
17,1,731,368
18,1,771,372
19,1,811,367
20,1,849,361
21,1,884,366
22,1,912,360
23,1,929,362
24,1,966,365
25,1,996,367
26,1,1017,374
27,1,1046,375
28,1,1070,385
29,1,1089,391
30,1,1123,403
31,1,1152,414
32,1,1177,420
33,1,1200,429
34,1,1223,444
35,1,1257,463
36,1,1271,479
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,1,1272,464
44,1,1240,429
45,1,1211,400
46,1,1192,369
47,1,1169,346
48,1,1149,319
49,1,1141,293
50,1,1128,273
51,1,1124,255
52,1,1118,232
53,1,1112,220
54,1,1109,208
55,1,1099,188
56,1,1098,179
57,1,1089,170
58,1,1085,158
59,1,1079,148
60,1,1074,148
61,1,1060,139
62,1,1052,137
63,1,1050,135
64,1,1045,134
65,1,1035,131
66,1,1034,137
67,1,1025,137
68,1,1023,141
69,1,1020,146
70,1,1014,152
71,1,1010,156
72,1,1009,168
73,1,1005,179
74,1,1000,191
75,1,996,205
76,1,995,220
77,1,994,236
78,1,993,249
79,1,991,264
80,1,990,292
81,1,979,306
82,1,982,332
83,1,984,346
84,1,988,332
85,1,996,307
86,1,999,274
87,1,1004,250
88,1,1006,225
89,1,1019,206
90,1,1021,179
91,1,1027,154
92,1,1034,142
93,1,1038,124
94,1,1046,111
95,1,1050,94
96,1,1058,78
97,1,1060,69
98,1,1069,64
99,1,1070,52
100,1,1079,44
101,1,1083,34
102,1,1089,39
103,1,1092,30
104,1,1098,30
105,1,1104,29
106,1,1116,33
107,1,1126,35
108,1,1139,42
109,1,1145,52
110,1,1156,55
111,1,1173,67
112,1,1183,74
113,1,1194,88
114,1,1207,105
115,1,1224,116
116,1,1243,136
117,1,1254,154
118,1,1272,178
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,0,0,0
124,0,0,0
125,0,0,0
126,0,0,0
127,1,1250,258
128,1,1218,246
129,1,1186,238
130,1,1152,225
131,1,1122,220
132,1,1081,212
133,1,1044,206
134,1,1018,206
135,1,1001,206
136,1,972,205
137,1,951,206
138,1,931,211
139,1,906,214
140,1,886,224
141,1,861,234
142,1,846,245
143,1,822,253
144,1,803,269
145,1,783,285
146,1,766,305
147,1,749,315
148,1,729,340
149,1,710,365
150,1,689,386
151,1,669,408
152,1,648,433
153,1,620,462
154,1,589,498
155,1,563,523
156,1,542,556
157,1,515,584
158,1,537,553
159,1,557,519
160,1,582,491
161,1,593,448
162,1,616,417
163,1,635,395
164,1,643,364
165,1,662,337
166,1,677,316
167,1,686,299
168,1,703,275
169,1,715,247
170,1,727,235
171,1,737,224
172,1,747,206
173,1,757,189
174,1,768,182
175,1,778,171
176,1,791,161
177,1,799,151
178,1,808,147
179,1,819,144
180,1,827,142
181,1,833,140
182,1,846,142
183,1,850,145
184,1,857,147
185,1,865,157
186,1,873,165
187,1,876,172
188,1,883,181
189,1,888,196
190,1,890,210
191,1,891,222
192,1,898,237
193,1,901,259
194,1,905,278
195,1,911,298
196,1,912,323
197,1,919,344
198,1,925,368
199,1,934,395
200,1,938,423
201,1,945,455
202,1,951,484
203,1,953,481
204,1,952,458
205,1,944,434
206,1,939,395
207,1,943,368
208,1,937,342
209,1,931,320
210,1,929,304
211,1,925,277
212,1,919,256
213,1,912,238
214,1,908,220
215,1,903,209
216,1,897,194
217,1,898,185
218,1,889,173
219,1,889,161
220,1,885,156
221,1,878,149
222,1,878,150
223,1,872,150
224,1,866,153
225,1,866,146
226,1,859,153
227,1,854,158
228,1,848,168
229,1,843,176
230,1,844,183
231,1,841,199
232,1,837,213
233,1,834,230
234,1,828,249
235,1,826,269
236,1,823,288
237,1,820,312
238,1,820,336
239,1,815,362
240,1,813,387
241,1,812,413
242,1,807,443
243,1,841,442
244,1,900,428
245,1,929,400
246,1,918,364
247,1,906,335
248,1,894,310
249,1,877,286
250,1,868,268
251,1,855,249
252,1,842,235
253,1,825,223
254,1,823,213
255,1,821,209
256,1,826,206
257,1,833,209
258,1,838,207
259,1,843,207
260,1,846,210
261,1,850,214
262,1,856,219
263,1,860,227
264,1,863,234
265,1,870,242
266,1,872,255
267,1,877,261
268,1,881,275
269,1,888,292
