Frame,Visibility,X,Y
0,1,575,474
1,1,515,505
2,1,468,525
3,1,424,541
4,1,421,486
5,1,417,440
6,1,415,396
7,1,411,355
8,1,413,319
9,1,412,270
10,1,405,241
11,1,402,201
12,1,404,165
13,1,402,146
14,0,0,0
15,0,0,0
16,1,397,40
17,1,403,17
18,1,405,1
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,1,479,20
46,1,486,50
47,0,0,0
48,0,0,0
49,1,485,158
50,1,493,187
51,1,496,223
52,1,493,266
53,1,492,307
54,1,496,350
55,1,493,400
56,1,493,443
57,1,489,490
58,1,495,541
59,1,493,587
60,1,489,637
61,1,493,654
62,1,518,596
63,1,539,538
64,1,557,490
65,1,574,442
66,1,598,396
67,1,613,367
68,1,629,321
69,1,647,287
70,1,655,249
71,1,666,213
72,1,672,183
73,1,683,157
74,1,688,131
75,1,697,113
76,1,699,88
77,1,697,64
78,1,706,56
79,1,701,45
80,1,703,30
81,1,706,19
82,1,705,8
83,1,701,7
84,1,701,6
85,1,701,6
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,1,699,11
91,1,695,17
92,1,698,32
93,1,702,40
94,1,702,54
95,1,700,65
96,1,701,87
97,1,690,101
98,1,694,126
99,1,695,144
100,1,690,163
101,1,688,192
102,1,676,208
103,1,674,236
104,1,664,268
105,1,656,293
106,1,645,321
107,1,633,347
108,1,636,341
109,1,646,315
110,1,648,310
111,1,652,293
112,1,660,277
113,1,660,277
114,1,663,269
115,1,665,262
116,1,665,261
117,1,666,260
118,1,665,259
119,1,665,267
120,1,674,265
121,1,681,274
122,1,697,275
123,1,717,287
124,1,736,294
125,1,757,306
126,1,781,315
127,1,803,332
128,1,823,359
129,1,849,367
130,1,877,390
131,1,902,404
132,1,929,435
133,1,947,448
134,1,973,483
135,1,1001,504
136,1,1024,528
137,1,1047,556
138,1,1072,584
139,1,1079,555
140,1,1076,519
141,1,1073,479
142,1,1071,443
143,1,1070,398
144,1,1068,379
145,1,1073,342
146,1,1070,306
147,1,1068,275
148,1,1067,243
149,1,1072,223
150,1,1074,190
151,1,1073,165
152,1,1073,139
153,1,1072,121
154,1,1067,103
155,1,1070,90
156,1,1069,67
157,1,1072,54
158,1,1068,43
159,1,1066,28
160,1,1066,28
161,1,1068,13
162,1,1066,10
163,1,1063,7
164,1,1069,1
165,1,1065,5
166,1,1064,5
167,1,1062,6
168,1,1067,3
169,1,1061,21
170,1,1063,25
171,1,1064,29
172,1,1060,42
173,1,1062,53
174,1,1062,62
175,1,1059,79
176,1,1059,94
177,1,1061,111
178,1,1056,125
179,1,1058,146
180,1,1056,170
181,1,1059,194
182,1,1055,215
183,1,1054,241
184,1,1055,266
185,1,1053,294
