Frame,Visibility,X,Y
0,1,931,239
1,1,919,250
2,1,907,259
3,1,898,270
4,1,885,281
5,1,871,290
6,1,854,301
7,1,831,318
8,1,803,337
9,1,770,356
10,1,731,381
11,1,693,406
12,1,655,426
13,1,605,449
14,1,557,468
15,1,507,498
16,1,460,528
17,1,466,507
18,1,480,469
19,1,486,439
20,1,501,413
21,1,515,384
22,1,528,354
23,1,539,333
24,1,549,308
25,1,562,281
26,1,569,266
27,1,580,245
28,1,590,226
29,1,597,209
30,1,607,192
31,1,616,178
32,1,625,167
33,1,633,154
34,1,643,146
35,1,652,137
36,1,659,128
37,1,670,122
38,1,680,121
39,1,687,120
40,1,692,118
41,1,698,118
42,1,703,120
43,1,709,121
44,1,715,126
45,1,723,132
46,1,731,141
47,1,737,150
48,1,743,161
49,1,749,171
50,1,753,184
51,1,753,202
52,1,760,218
53,1,764,239
54,1,768,256
55,1,768,276
56,1,774,294
57,1,776,317
58,1,775,342
59,1,782,370
60,1,780,399
61,1,786,424
62,1,787,455
63,1,790,489
64,1,793,504
65,1,794,476
66,1,791,436
67,1,792,400
68,1,798,364
69,1,798,319
70,1,796,299
71,1,798,270
72,1,802,240
73,1,802,215
74,1,803,188
75,1,802,168
76,1,803,143
77,1,806,129
78,1,809,107
79,1,806,92
80,1,809,77
81,1,808,63
82,1,813,58
83,1,810,48
84,1,813,40
85,1,812,33
86,1,810,28
87,1,811,27
88,1,812,26
89,1,808,30
90,1,808,28
91,1,805,28
92,1,805,35
93,1,801,39
94,1,802,55
95,1,793,59
96,1,793,69
97,1,790,79
98,1,783,95
99,1,779,107
100,1,774,120
101,1,764,141
102,1,765,152
103,1,753,176
104,1,747,193
105,1,740,212
106,1,735,237
107,1,727,262
108,1,722,281
109,1,714,304
110,1,749,316
111,1,804,330
112,1,842,348
113,1,886,364
114,1,921,382
115,1,903,386
116,1,876,380
117,1,846,377
118,1,817,373
119,1,772,377
120,1,742,372
121,1,706,375
122,1,672,384
123,1,640,390
124,1,611,391
125,1,595,397
126,1,582,405
127,1,578,415
128,1,575,427
129,1,571,433
130,1,569,447
131,1,570,460
132,1,574,478
133,1,576,493
134,1,585,489
135,1,595,460
136,1,601,442
137,1,610,420
138,1,621,388
139,1,629,376
140,1,642,350
141,1,647,335
142,1,660,314
143,1,668,305
144,1,682,290
145,1,687,278
146,1,699,264
147,1,706,256
148,1,714,249
149,1,723,247
