Frame,Visibility,X,Y
0,1,927,440
1,1,897,464
2,1,860,478
3,1,824,498
4,1,783,527
5,1,742,547
6,1,703,574
7,1,689,558
8,1,701,526
9,1,714,494
10,1,723,462
11,1,736,433
12,1,744,400
13,1,760,369
14,1,773,340
15,1,780,318
16,1,791,291
17,1,798,272
18,1,808,249
19,1,812,231
20,1,820,213
21,1,826,192
22,1,833,177
23,1,839,163
24,1,839,152
25,1,847,140
26,1,848,128
27,1,851,126
28,1,857,115
29,1,859,115
30,1,864,114
31,1,870,114
32,1,872,113
33,1,872,113
34,1,877,119
35,1,880,121
36,1,882,127
37,1,883,135
38,1,882,145
39,1,887,153
40,1,890,164
41,1,890,181
42,1,892,194
43,1,893,209
44,1,894,228
45,1,895,245
46,1,893,266
47,1,896,288
48,1,896,309
49,1,899,337
50,1,903,365
51,1,909,390
52,1,913,414
53,1,915,441
54,1,920,469
55,1,923,479
56,1,922,464
57,1,925,450
58,1,923,436
59,1,926,425
60,1,925,417
61,1,927,410
62,1,925,407
63,1,923,401
64,1,924,395
65,1,922,397
66,1,918,395
67,1,917,396
68,1,915,395
69,1,940,388
70,1,963,379
71,1,984,369
72,1,1004,363
73,1,1026,358
74,1,1043,357
75,1,1062,353
76,1,1082,348
77,1,1099,349
78,1,1119,350
79,1,1132,355
80,1,1153,356
81,1,1172,362
82,1,1187,365
83,1,1200,372
84,1,1214,380
85,1,1228,389
86,1,1238,397
87,1,1231,372
88,1,1215,346
89,1,1217,316
90,1,1208,286
91,1,1196,263
92,1,1188,241
93,1,1177,217
94,1,1169,196
95,1,1161,175
96,1,1159,159
97,1,1157,141
98,1,1158,123
99,1,1158,110
100,1,1162,96
101,1,1163,83
102,1,1166,76
103,1,1171,65
104,1,1174,60
105,1,1178,55
106,1,1181,51
107,1,1185,48
108,1,1189,47
109,1,1191,51
110,1,1195,54
111,1,1198,56
112,1,1201,63
113,1,1207,70
114,1,1211,78
115,1,1218,87
116,1,1221,100
117,1,1226,116
118,1,1232,130
119,1,1236,145
120,1,1239,165
121,1,1246,183
122,1,1249,203
123,1,1252,223
124,1,1258,245
125,1,1262,271
126,1,1263,293
127,1,1266,316
128,1,1269,345
129,1,1270,368
130,1,1271,406
131,1,1271,435
132,1,1272,465
133,1,1271,497
134,0,0,0
135,1,1260,495
136,1,1248,454
137,1,1231,409
138,1,1215,364
139,1,1199,323
140,1,1184,283
141,1,1169,248
142,1,1155,215
143,1,1141,184
144,1,1128,153
145,1,1116,125
146,1,1104,99
147,1,1094,78
148,1,1082,57
149,1,1075,34
150,1,1066,22
151,1,1058,3
152,0,0,0
153,0,0,0
154,0,0,0
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,0
159,0,0,0
160,0,0,0
161,0,0,0
162,0,0,0
163,0,0,0
164,0,0,0
165,0,0,0
166,0,0,0
167,0,0,0
168,0,0,0
169,1,999,3
170,1,997,16
171,1,996,27
172,1,999,42
173,1,1001,60
174,1,1001,78
175,1,1004,97
176,1,1004,119
177,1,1007,143
178,1,1012,166
179,1,1015,187
180,1,1021,212
181,1,1028,238
182,1,1037,264
183,1,1002,268
184,1,959,278
185,1,927,288
186,1,880,298
187,1,851,317
188,1,807,335
189,1,767,348
190,1,724,374
191,1,684,393
192,1,649,417
193,1,614,446
194,1,578,472
195,1,541,501
196,1,500,530
197,1,457,565
198,1,430,607
199,1,447,584
200,1,491,545
201,1,536,506
202,1,571,473
203,1,606,433
204,1,639,400
205,1,670,362
206,1,699,331
207,1,726,309
208,1,751,284
209,1,774,258
210,1,785,234
211,1,798,215
212,1,810,194
213,1,815,180
214,1,822,164
215,1,825,142
216,1,827,133
217,1,828,119
218,1,832,106
219,1,830,102
220,1,828,90
221,1,826,82
222,1,826,74
223,1,828,75
224,1,829,72
225,1,829,72
226,1,829,72
227,1,829,77
228,1,826,84
229,1,829,88
230,1,829,93
231,1,830,101
232,1,829,114
233,1,831,121
234,1,831,137
235,1,835,151
236,1,838,167
237,1,840,183
238,1,842,204
239,1,846,223
240,1,853,242
241,1,858,266
242,1,862,291
243,1,867,313
244,1,871,339
245,1,878,366
246,1,886,397
247,1,890,417
248,1,890,396
249,1,889,362
250,1,887,331
251,1,889,297
252,1,891,266
253,1,889,243
254,1,892,220
255,1,891,197
256,1,891,173
257,1,892,152
258,1,893,134
259,1,896,117
260,1,896,101
261,1,894,87
262,1,896,75
263,1,895,68
264,1,895,57
265,1,890,50
266,1,892,52
267,1,889,44
268,1,888,44
269,1,886,40
270,1,885,43
271,1,887,42
272,1,884,48
273,1,884,54
274,1,884,62
275,1,879,69
276,1,879,75
277,1,877,85
278,1,872,99
279,1,873,109
280,1,873,123
281,1,867,140
282,1,866,157
283,1,859,173
284,1,855,193
285,1,850,213
286,1,844,234
287,1,840,254
288,1,843,275
289,1,882,296
290,1,911,317
291,1,945,346
292,1,982,368
293,1,1029,410
294,1,1068,441
295,1,1107,479
296,1,1143,519
297,1,1181,561
298,1,1219,607
299,1,1256,656
300,1,1255,621
301,1,1240,570
302,1,1226,515
303,1,1210,462
304,1,1197,408
305,1,1180,358
306,1,1170,310
307,1,1159,262
308,1,1152,225
309,1,1138,187
310,1,1131,142
311,1,1121,104
312,1,1109,75
313,1,1102,39
314,1,1099,16
315,0,0,0
316,0,0,0
317,0,0,0
318,0,0,0
319,0,0,0
320,0,0,0
321,0,0,0
322,0,0,0
323,0,0,0
324,0,0,0
325,0,0,0
326,0,0,0
327,0,0,0
328,0,0,0
329,0,0,0
330,0,0,0
331,0,0,0
332,0,0,0
333,0,0,0
334,0,0,0
335,0,0,0
336,0,0,0
337,0,0,0
338,0,0,0
339,0,0,0
340,0,0,0
341,0,0,0
342,0,0,0
343,0,0,0
344,0,0,0
345,0,0,0
346,0,0,0
347,0,0,0
348,1,964,5
349,1,955,21
350,1,956,52
351,1,949,88
352,1,944,114
353,1,945,148
354,1,940,190
355,1,936,219
356,1,933,261
357,1,930,293
358,1,925,332
359,1,925,373
360,1,921,409
361,1,916,450
362,1,913,493
363,1,913,523
364,1,914,504
365,1,913,477
366,1,916,443
367,1,916,410
368,1,915,383
369,1,912,352
370,1,915,325
371,1,916,305
372,1,912,278
373,1,914,256
374,1,916,242
375,1,914,218
376,1,914,204
377,1,913,188
378,1,915,178
379,1,916,159
380,1,920,144
381,1,925,135
382,1,924,131
383,1,929,126
384,1,933,114
385,1,936,110
386,1,941,109
387,1,946,112
388,1,955,113
389,1,965,121
390,1,973,121
391,1,980,129
392,1,990,140
393,1,1005,151
394,1,1011,166
395,1,1022,178
396,1,1032,196
397,1,1041,213
398,1,1053,232
399,1,1064,252
400,1,1074,271
401,1,1086,301
402,1,1099,331
403,1,1112,358
404,1,1129,386
405,1,1136,420
406,1,1156,456
407,1,1137,468
408,1,1082,462
409,1,1039,464
410,1,990,457
411,1,937,453
412,1,898,452
413,1,852,452
414,1,806,452
415,1,764,458
416,1,718,463
417,1,681,468
418,1,641,478
419,1,610,487
420,1,577,499
421,1,544,514
422,1,514,525
423,1,475,543
424,1,450,561
425,1,425,575
426,1,400,594
427,1,382,609
428,1,406,570
429,1,440,529
430,1,463,498
431,1,493,457
432,1,515,428
433,1,538,393
434,1,563,364
435,1,578,338
436,1,596,315
437,1,611,283
438,1,621,263
439,1,633,241
440,1,643,219
441,1,651,202
442,1,660,188
443,1,667,174
444,1,672,159
445,1,679,151
446,1,686,142
447,1,692,131
448,1,692,125
449,1,698,123
450,1,704,113
451,1,706,112
452,1,710,115
453,1,718,114
454,1,718,114
455,1,721,120
456,1,724,127
457,1,726,130
458,1,734,145
459,1,737,154
460,1,738,169
461,1,737,180
462,1,747,194
463,1,752,211
464,1,756,226
465,1,760,248
466,1,764,262
467,1,768,289
468,1,774,311
469,1,778,338
470,1,782,359
471,1,784,389
472,1,793,415
473,1,797,447
474,1,801,477
475,1,805,510
476,1,808,539
477,1,810,508
478,1,814,467
479,1,813,435
480,1,814,399
481,1,813,364
482,1,818,330
483,1,815,297
484,1,815,267
485,1,813,240
486,1,812,215
487,1,816,190
488,1,818,174
489,1,819,153
490,1,815,137
491,1,822,122
492,1,820,109
493,1,821,97
494,1,824,88
495,1,820,80
496,1,821,72
497,1,821,72
498,1,821,69
499,1,820,65
500,1,822,66
501,1,823,66
502,1,822,70
503,1,823,75
504,1,820,81
505,1,823,86
506,1,819,94
507,1,820,105
508,1,819,116
509,1,818,128
510,1,822,140
511,1,818,150
512,1,822,167
513,1,821,181
514,1,821,202
515,1,823,217
516,1,821,238
517,1,819,260
