Frame,Visibility,X,Y
0,1,606,225
1,1,607,265
2,1,310,431
3,1,348,422
4,1,398,408
5,1,447,397
6,1,484,387
7,1,534,375
8,1,574,366
9,1,624,360
10,1,662,351
11,1,698,341
12,1,734,333
13,1,759,328
14,1,785,327
15,1,814,322
16,1,839,316
17,1,863,317
18,1,885,314
19,1,908,312
20,1,936,314
21,1,955,314
22,1,973,314
23,1,993,318
24,1,1018,325
25,1,1035,326
26,1,1059,328
27,1,1080,342
28,1,1111,349
29,1,1132,359
30,1,1151,367
31,1,1183,384
32,1,1212,399
33,1,1245,417
34,1,1271,430
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,1,1272,384
41,1,1256,363
42,1,1223,325
43,1,1201,299
44,1,1184,263
45,1,1164,235
46,1,1150,200
47,1,1136,180
48,1,1123,154
49,1,1112,131
50,1,1105,106
51,1,1093,83
52,1,1084,67
53,1,1079,56
54,1,1072,39
55,1,1064,22
56,1,1062,14
57,1,1057,13
58,1,1051,11
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,1,989,3
69,1,985,9
70,1,976,15
71,1,973,25
72,1,969,38
73,1,962,60
74,1,958,73
75,1,954,92
76,1,943,108
77,1,939,132
78,1,928,154
79,1,926,178
80,1,915,200
81,1,904,228
82,1,897,257
83,1,888,278
84,1,876,310
85,1,868,342
86,1,862,365
87,1,867,383
88,1,887,370
89,1,899,368
90,1,926,362
91,1,942,365
92,1,959,366
93,1,980,368
94,1,997,372
95,1,1012,379
96,1,1026,386
97,1,1043,385
98,1,1059,404
99,1,1073,410
100,1,1088,426
101,1,1101,441
102,1,1117,453
103,1,1128,466
104,1,1124,465
105,1,1100,441
106,1,1076,419
107,1,1050,400
108,1,1024,383
109,1,995,356
110,1,966,341
111,1,940,329
112,1,907,311
113,1,883,310
114,1,857,294
115,1,827,282
116,1,804,279
117,1,782,268
118,1,767,271
119,1,744,265
120,1,730,269
121,1,717,270
122,1,702,276
123,1,697,279
124,1,680,284
125,1,669,287
126,1,661,299
127,1,655,308
128,1,646,313
129,1,638,333
130,1,630,349
131,1,624,365
132,1,615,380
133,1,606,395
134,1,600,415
135,1,593,438
136,1,583,461
137,1,597,437
138,1,621,404
139,1,643,374
140,1,663,342
141,1,678,316
142,1,702,282
143,1,713,255
144,1,728,229
145,1,745,207
146,1,760,189
147,1,774,163
148,1,787,140
149,1,798,125
150,1,807,109
151,1,821,91
152,1,829,74
153,1,841,65
154,1,846,55
155,1,857,42
156,1,867,36
157,1,880,28
158,1,887,22
159,1,893,24
160,1,902,19
161,1,912,20
162,1,918,27
163,1,921,29
164,1,931,31
165,1,935,39
166,1,944,49
167,1,949,63
168,1,955,70
169,1,963,87
170,1,967,103
171,1,974,115
172,1,982,133
173,1,990,156
174,1,997,178
175,1,1004,206
176,1,1010,223
177,1,1016,249
178,1,1026,274
179,1,1031,303
180,1,1034,337
181,1,1047,370
182,1,1058,395
183,1,1065,431
184,1,1071,469
185,1,1081,507
186,1,1074,521
187,1,1075,501
188,1,1075,469
189,1,1078,439
190,1,1076,416
191,1,1076,394
192,1,1070,366
193,1,1064,346
194,1,1063,331
195,1,1052,308
196,1,1053,294
197,1,1048,280
198,1,1043,261
199,1,1041,253
200,1,1039,243
201,1,1038,232
202,1,1035,228
203,1,1028,217
204,1,1021,215
205,1,1020,213
206,1,1017,220
207,1,1010,213
208,1,1009,221
209,1,997,227
210,1,1001,227
211,1,995,238
212,1,992,241
213,1,988,252
214,1,981,263
215,1,978,280
216,1,975,299
217,1,969,317
218,1,965,336
219,1,959,354
220,1,958,379
221,1,951,401
222,1,947,423
223,1,936,449
224,1,930,475
225,1,985,465
226,1,1038,443
227,1,1098,421
228,1,1157,393
229,1,1203,379
230,1,1244,366
231,1,1271,363
