Frame,Visibility,X,Y
0,1,1071,268
1,1,1050,276
2,1,1023,281
3,1,1001,292
4,1,975,311
5,1,947,323
6,1,917,338
7,1,891,352
8,1,865,372
9,1,826,392
10,1,798,415
11,1,765,447
12,1,721,474
13,1,685,507
14,1,646,525
15,1,672,483
16,1,687,450
17,1,703,422
18,1,720,383
19,1,720,356
20,1,732,325
21,1,742,295
22,1,755,271
23,1,759,245
24,1,768,214
25,1,780,192
26,1,794,182
27,1,798,166
28,1,809,145
29,1,823,120
30,1,834,101
31,1,841,90
32,1,844,80
33,1,851,76
34,1,864,68
35,1,873,63
36,1,880,51
37,1,896,48
38,1,898,50
39,1,912,48
40,1,912,54
41,1,917,54
42,1,920,62
43,1,925,69
44,1,937,85
45,1,940,94
46,1,950,108
47,1,952,122
48,1,952,133
49,1,962,162
50,1,961,181
51,1,965,198
52,1,970,220
53,1,971,243
54,1,975,277
55,1,975,304
56,1,967,330
57,1,972,368
58,1,963,394
59,1,963,433
60,1,963,458
61,1,950,473
62,1,937,431
63,1,931,387
64,1,916,326
65,1,907,298
66,1,893,260
67,1,882,222
68,1,877,192
69,1,866,160
70,1,852,131
71,1,847,102
72,1,839,83
73,1,836,65
74,1,827,34
75,1,824,23
76,1,822,10
77,1,814,2
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,1,765,0
91,1,767,13
92,1,763,26
93,1,760,37
94,1,759,61
95,1,757,74
96,1,752,97
97,1,744,116
98,1,744,145
99,1,741,167
100,1,730,194
101,1,726,226
102,1,721,246
103,1,725,272
104,1,784,274
105,1,857,273
106,1,903,284
107,1,969,290
108,1,1039,302
109,1,1111,318
110,1,1158,339
111,1,1229,360
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,0,0,0
124,0,0,0
125,0,0,0
126,1,1251,438
127,1,1199,423
128,1,1157,420
129,1,1124,412
130,1,1092,414
131,1,1065,409
132,1,1041,411
133,1,1026,409
134,1,1013,410
135,1,1004,411
136,1,992,417
137,1,978,421
138,1,975,427
139,1,979,431
140,1,971,441
141,1,970,451
142,1,970,457
143,1,973,468
144,1,975,482
145,1,981,494
146,1,984,514
147,1,992,497
148,1,995,475
149,1,992,449
150,1,995,434
151,1,992,418
152,1,991,404
153,1,989,387
154,1,985,377
155,1,982,364
156,1,979,353
157,1,976,345
158,1,970,343
159,1,966,335
160,1,965,327
161,1,958,331
162,1,954,327
163,1,946,327
164,1,942,324
165,1,940,330
166,1,933,330
167,1,925,333
168,1,918,340
169,1,912,344
170,1,907,358
171,1,898,363
172,1,892,368
173,1,886,383
174,1,876,396
175,1,871,411
176,1,861,409
177,1,859,390
178,1,848,367
179,1,849,366
