Frame,Visibility,X,Y
0,1,327,283
1,1,322,289
2,1,318,292
3,1,310,301
4,1,300,309
5,1,291,319
6,1,306,315
7,1,333,301
8,1,367,288
9,1,390,279
10,1,424,268
11,1,453,258
12,1,480,247
13,1,504,235
14,1,534,235
15,1,558,226
16,1,582,226
17,1,606,225
18,1,625,225
19,1,648,223
20,1,672,228
21,1,699,229
22,1,723,235
23,1,739,240
24,1,772,247
25,1,801,256
26,1,819,267
27,1,846,276
28,1,873,288
29,1,898,295
30,1,928,309
31,1,946,318
32,1,978,343
33,1,1012,358
34,1,1047,376
35,1,1074,390
36,1,1104,414
37,1,1141,436
38,1,1183,457
39,1,1222,486
40,1,1260,514
41,1,1308,537
42,1,1350,561
43,1,1336,534
44,1,1327,507
45,1,1306,483
46,1,1294,445
47,1,1281,417
48,1,1263,390
49,1,1248,361
50,1,1239,343
51,1,1228,316
52,1,1218,292
53,1,1210,280
54,1,1198,267
55,1,1183,249
56,1,1170,234
57,1,1158,226
58,1,1158,219
59,1,1138,210
60,1,1128,198
61,1,1120,196
62,1,1114,190
63,1,1096,189
64,1,1090,186
65,1,1081,186
66,1,1068,187
67,1,1059,192
68,1,1059,192
69,1,1047,205
70,1,1036,210
71,1,1035,222
72,1,1026,229
73,1,1020,241
74,1,1012,255
75,1,1005,268
76,1,997,288
77,1,988,309
78,1,982,327
79,1,979,348
80,1,976,373
81,1,966,399
82,1,961,423
83,1,955,450
84,1,951,472
85,1,949,504
86,1,946,531
87,1,940,558
88,1,943,535
89,1,948,499
90,1,957,457
91,1,964,426
92,1,970,397
93,1,981,358
94,1,996,336
95,1,1006,307
96,1,1021,280
97,1,1030,255
98,1,1041,238
99,1,1054,216
100,1,1069,192
101,1,1083,171
102,1,1092,156
103,1,1108,139
104,1,1128,126
105,1,1143,105
106,1,1147,100
107,1,1176,90
108,1,1186,79
109,1,1204,75
110,1,1213,72
111,1,1233,72
112,1,1246,67
113,1,1251,72
114,1,1275,75
115,1,1287,76
116,1,1302,88
117,1,1309,91
118,1,1327,105
119,1,1348,117
120,1,1359,121
121,1,1377,136
122,1,1390,157
123,1,1405,178
124,1,1420,202
125,1,1435,225
126,1,1447,247
127,1,1455,268
128,1,1473,294
129,1,1483,327
130,1,1492,360
131,1,1507,391
132,1,1518,427
133,1,1522,460
134,1,1545,502
135,1,1551,526
136,1,1462,502
137,1,1366,481
138,1,1293,462
139,1,1219,451
140,1,1183,417
141,1,1155,399
142,1,1120,376
143,1,1092,349
144,1,1051,337
145,1,1024,307
146,1,996,289
147,1,958,277
148,1,928,258
149,1,898,255
150,1,865,247
151,1,832,234
152,1,808,228
153,1,771,226
154,1,744,225
155,1,703,220
156,1,672,220
157,1,637,222
158,1,612,226
159,1,580,232
160,1,555,234
161,1,528,243
162,1,499,246
163,1,477,258
164,1,456,271
165,1,439,282
166,1,417,295
167,1,408,310
168,1,391,336
169,1,382,346
170,1,372,367
171,1,364,384
172,1,358,406
173,1,349,427
174,1,345,444
175,1,346,469
176,1,345,481
177,1,370,430
178,1,390,394
179,1,409,360
180,1,429,328
181,1,447,283
182,1,460,256
183,1,480,220
184,1,489,195
185,1,501,165
186,1,513,139
187,1,526,108
188,1,528,84
189,1,531,57
190,1,529,34
191,1,528,10
192,1,529,4
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,0
206,0,0,0
207,0,0,0
208,0,0,0
209,0,0,0
210,0,0,0
211,1,489,3
212,1,489,24
213,1,487,42
214,1,489,49
215,0,0,0
216,0,0,0
217,1,484,147
218,1,480,177
219,1,486,198
220,1,487,238
221,1,487,270
222,1,490,312
223,1,492,351
224,1,492,396
225,1,490,436
226,1,489,480
227,1,486,516
228,1,487,565
229,1,484,610
230,1,486,652
231,1,486,691
232,1,483,733
233,1,481,768
234,1,505,693
235,1,535,594
236,1,555,526
237,1,576,444
238,1,597,375
239,1,619,307
240,1,651,246
241,1,673,189
242,1,685,145
243,1,699,99
244,1,721,60
245,1,741,30
246,1,750,9
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
256,0,0,0
257,0,0,0
258,0,0,0
259,0,0,0
260,0,0,0
261,0,0,0
262,0,0,0
263,0,0,0
264,0,0,0
265,0,0,0
266,0,0,0
267,0,0,0
268,0,0,0
269,0,0,0
270,0,0,0
271,1,846,9
272,1,847,21
273,1,847,42
274,1,844,66
275,1,844,91
276,1,844,108
277,1,841,132
278,1,837,165
279,1,837,193
280,1,834,222
281,1,825,252
282,1,826,271
283,1,820,315
284,1,811,336
285,1,805,369
286,1,799,405
287,1,795,432
288,1,787,471
289,1,793,465
290,1,813,432
291,1,832,400
292,1,850,373
293,1,865,349
294,1,886,316
295,1,900,288
296,1,916,264
297,1,934,250
298,1,957,225
299,1,975,207
300,1,984,189
301,1,1000,175
302,1,1009,159
303,1,1018,148
304,1,1032,138
305,1,1042,126
306,1,1054,123
307,1,1062,115
308,1,1072,111
309,1,1078,109
310,1,1089,109
311,1,1093,108
312,1,1099,112
313,1,1108,115
314,1,1116,120
315,1,1120,126
316,1,1128,132
317,1,1132,136
318,1,1144,151
319,1,1149,162
320,1,1156,174
321,1,1165,183
322,1,1170,202
323,1,1177,219
324,1,1186,225
325,1,1198,244
326,1,1207,261
327,1,1218,279
328,1,1230,297
329,1,1240,316
330,1,1245,340
331,1,1257,358
332,1,1273,379
333,1,1281,406
334,1,1281,408
335,1,1260,384
336,1,1234,358
337,1,1212,340
338,1,1194,316
339,1,1167,295
340,1,1150,271
341,1,1129,259
342,1,1111,244
343,1,1093,222
344,1,1074,207
345,1,1056,195
346,1,1039,186
347,1,1021,171
348,1,1003,160
349,1,987,151
350,1,972,145
351,1,955,136
352,1,940,132
353,1,924,123
354,1,912,121
355,1,900,114
356,1,883,112
357,1,871,115
358,1,853,117
359,1,841,121
360,1,828,120
361,1,816,130
362,1,805,136
363,1,799,142
364,1,784,156
365,1,777,163
366,1,766,183
367,1,757,198
368,1,747,210
369,1,739,226
370,1,732,250
371,1,723,268
372,1,718,285
373,1,709,306
374,1,703,334
375,1,700,358
376,1,694,384
377,1,696,372
378,1,706,370
379,1,715,354
380,1,726,345
381,1,730,336
382,1,750,330
383,1,765,325
384,1,780,319
385,1,793,325
386,1,814,324
387,1,837,324
388,1,850,328
389,1,870,330
390,1,891,336
391,1,855,354
392,1,834,357
393,1,771,394
394,1,723,411
395,1,678,432
396,1,634,447
397,1,603,474
398,1,570,496
399,1,534,525
400,1,504,549
401,1,507,561
402,1,564,522
403,1,615,492
404,1,676,463
405,1,739,435
406,1,799,412
407,1,858,390
408,1,916,361
409,1,976,342
410,1,1023,322
411,1,1078,298
412,1,1120,280
413,1,1164,259
414,1,1212,241
415,1,1249,223
416,1,1287,210
417,1,1324,196
418,1,1365,181
419,1,1402,171
420,1,1429,168
421,1,1456,154
422,1,1489,154
423,1,1510,150
424,1,1528,147
425,1,1542,148
426,1,1551,153
427,1,1564,154
428,1,1564,160
429,1,1567,168
430,1,1564,172
431,1,1567,189
432,1,1558,193
433,1,1557,204
434,1,1557,217
435,1,1561,231
436,1,1560,247
437,1,1563,264
438,1,1569,277
439,1,1576,298
440,1,1587,322
441,1,1600,343
442,1,1611,370
443,1,1623,394
444,1,1635,420
445,1,1650,448
446,1,1669,486
447,1,1687,513
448,1,1702,550
449,1,1719,580
450,1,1714,577
451,1,1687,511
452,1,1660,460
453,1,1635,399
454,1,1597,352
455,1,1578,307
456,1,1554,261
457,1,1522,210
458,1,1497,172
459,1,1470,132
460,1,1449,94
461,1,1426,58
462,1,1407,30
463,1,1402,9
464,0,0,0
465,0,0,0
466,0,0,0
467,0,0,0
468,0,0,0
469,0,0,0
470,0,0,0
471,0,0,0
472,0,0,0
473,0,0,0
474,0,0,0
475,0,0,0
476,0,0,0
477,0,0,0
478,0,0,0
479,0,0,0
480,0,0,0
481,0,0,0
482,0,0,0
483,0,0,0
484,0,0,0
485,0,0,0
486,0,0,0
487,0,0,0
488,0,0,0
489,0,0,0
490,0,0,0
491,0,0,0
492,1,1236,4
493,1,1240,15
494,1,1237,42
495,1,1231,76
496,1,1227,103
497,1,1230,135
498,1,1219,169
499,1,1222,201
500,1,1219,246
501,1,1219,271
502,1,1219,313
503,1,1215,358
504,1,1216,396
505,1,1218,435
506,1,1218,472
507,1,1219,471
508,1,1221,439
509,1,1215,397
510,1,1219,364
511,1,1215,334
512,1,1213,304
513,1,1212,274
514,1,1213,253
515,1,1215,226
516,1,1213,204
517,1,1209,183
518,1,1215,165
519,1,1213,141
520,1,1212,129
521,1,1212,117
522,1,1212,103
523,1,1210,91
524,1,1219,85
525,1,1219,75
526,1,1224,78
527,1,1225,72
