Frame,Visibility,X,Y
0,1,430,448
1,1,425,450
2,1,426,448
3,1,424,449
4,1,425,453
5,1,423,458
6,1,419,463
7,1,421,471
8,1,419,481
9,1,418,494
10,1,453,487
11,1,509,465
12,1,561,449
13,1,612,438
14,1,673,417
15,1,719,414
16,1,778,396
17,1,820,381
18,1,863,372
19,1,899,363
20,1,934,356
21,1,971,348
22,1,1007,345
23,1,1027,335
24,1,1055,336
25,1,1074,338
26,1,1091,329
27,1,1106,330
28,1,1117,331
29,1,1140,337
30,1,1145,333
31,1,1161,346
32,1,1165,353
33,1,1181,362
34,1,1190,369
35,1,1201,383
36,1,1218,392
37,1,1234,406
38,1,1249,423
39,1,1272,434
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,1,1272,340
50,1,1272,313
51,1,1256,280
52,1,1238,251
53,1,1230,231
54,1,1221,210
55,1,1208,191
56,1,1195,168
57,1,1188,150
58,1,1185,140
59,1,1177,127
60,1,1167,114
61,1,1166,99
62,1,1169,83
63,1,1169,83
64,1,1163,77
65,1,1167,71
66,1,1166,65
67,1,1166,65
68,1,1166,65
69,1,1166,65
70,1,1166,65
71,1,1169,71
72,1,1163,83
73,1,1165,84
74,1,1168,96
75,1,1160,108
76,1,1154,116
77,1,1155,130
78,1,1151,141
79,1,1148,157
80,1,1138,177
81,1,1133,188
82,1,1125,216
83,1,1114,235
84,1,1108,252
85,1,1104,272
86,1,1092,300
87,1,1088,322
88,1,1074,350
89,1,1065,370
90,1,1070,368
91,1,1070,350
92,1,1070,326
93,1,1073,307
94,1,1062,292
95,1,1069,276
96,1,1076,257
97,1,1072,241
98,1,1078,237
99,1,1081,229
100,1,1084,216
101,1,1085,206
102,1,1089,204
103,1,1090,200
104,1,1098,199
105,1,1102,198
106,1,1105,198
107,1,1112,204
108,1,1116,209
109,1,1125,209
110,1,1126,218
111,1,1136,229
112,1,1143,237
113,1,1144,256
114,1,1154,263
115,1,1161,275
116,1,1165,293
117,1,1170,308
