Frame,Visibility,X,Y
0,1,1097,256
1,1,1087,262
2,1,1070,266
3,1,1047,270
4,1,1031,270
5,1,1014,270
6,1,994,277
7,1,973,285
8,1,948,295
9,1,931,306
10,1,909,315
11,1,878,332
12,1,850,353
13,1,826,365
14,1,797,385
15,1,750,411
16,1,726,434
17,1,683,468
18,1,635,493
19,1,604,515
20,1,659,466
21,1,698,428
22,1,739,391
23,1,778,355
24,1,809,325
25,1,839,297
26,1,865,277
27,1,885,257
28,1,916,233
29,1,940,210
30,1,963,191
31,1,972,173
32,1,989,156
33,1,1001,148
34,1,1013,132
35,1,1022,123
36,1,1028,117
37,1,1029,110
38,1,1030,107
39,1,1010,109
40,1,1014,114
41,1,1008,119
42,1,1007,125
43,1,1001,138
44,1,1000,148
45,1,999,156
46,1,993,176
47,1,992,193
48,1,995,210
49,1,985,234
50,1,982,261
51,1,981,275
52,1,984,308
53,1,983,330
54,1,988,355
55,1,986,376
56,1,990,410
57,1,993,442
58,1,918,479
59,1,792,510
60,1,668,557
61,1,567,594
62,1,454,644
63,1,379,685
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,1,188,667
72,1,276,623
73,1,351,571
74,1,447,525
75,1,519,481
76,1,582,448
77,1,643,412
78,1,684,387
79,1,730,357
80,1,764,339
81,1,794,318
82,1,817,304
83,1,836,286
84,1,849,282
85,1,862,276
86,1,867,272
87,1,878,267
88,1,886,269
89,1,883,276
