Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,1,1271,335
7,1,1256,324
8,1,1243,312
9,1,1234,300
10,1,1226,294
11,1,1221,285
12,1,1216,280
13,1,1213,277
14,1,1210,275
15,1,1207,271
16,1,1204,273
17,1,1203,274
18,1,1202,276
19,1,1201,281
20,1,1198,285
21,1,1195,290
22,1,1188,296
23,1,1180,304
24,1,1173,312
25,1,1163,322
26,1,1151,330
27,1,1134,339
28,1,1116,354
29,1,1093,367
30,1,1060,384
31,1,1030,400
32,1,991,422
33,1,951,439
34,1,909,465
35,1,869,491
36,1,832,514
37,1,794,534
38,1,797,508
39,1,800,477
40,1,802,451
41,1,806,422
42,1,809,398
43,1,813,375
44,1,813,354
45,1,816,334
46,1,821,313
47,1,824,296
48,1,828,278
49,1,829,263
50,1,829,247
51,1,833,240
52,1,835,229
53,1,838,219
54,1,842,212
55,1,843,205
56,1,840,201
57,1,846,197
58,1,846,197
59,1,849,196
60,1,850,196
61,1,851,199
62,1,851,203
63,1,851,211
64,1,852,216
65,1,851,225
66,1,855,236
67,1,855,249
68,1,854,258
69,1,856,271
70,1,857,288
71,1,858,307
72,1,859,324
73,1,863,343
74,1,863,366
75,1,866,391
76,1,871,417
77,1,873,444
78,1,874,465
79,1,877,484
80,1,881,457
81,1,881,417
82,1,882,384
83,1,882,346
84,1,884,317
85,1,884,282
86,1,882,254
87,1,881,230
88,1,881,204
89,1,882,179
90,1,881,158
91,1,881,140
92,1,880,122
93,1,879,107
94,1,879,92
95,1,875,82
96,1,876,68
97,1,873,63
98,1,872,56
99,1,870,50
100,1,867,48
101,1,867,45
102,1,864,43
103,1,860,44
104,1,859,45
105,1,856,49
106,1,854,54
107,1,852,60
108,1,847,67
109,1,844,75
110,1,838,81
111,1,835,95
112,1,830,107
113,1,823,119
114,1,820,136
115,1,812,150
116,1,806,174
117,1,802,191
118,1,793,212
119,1,786,231
120,1,778,253
121,1,770,277
122,1,818,289
123,1,874,294
124,1,907,296
125,1,917,289
126,1,928,282
127,1,945,273
128,1,962,269
129,1,979,266
130,1,999,263
131,1,1013,262
132,1,1032,261
133,1,1047,260
134,1,1066,268
135,1,1083,270
136,1,1103,277
137,1,1118,287
138,1,1135,295
139,1,1154,307
140,1,1167,317
141,1,1189,335
142,1,1208,348
143,1,1232,369
144,1,1247,386
145,1,1271,403
146,1,1271,421
147,0,0,0
148,0,0,0
149,0,0,0
150,0,0,0
151,0,0,0
152,0,0,0
153,0,0,0
154,0,0,0
155,0,0,0
156,0,0,0
157,1,1267,343
158,1,1238,302
159,1,1213,267
160,1,1190,232
161,1,1173,198
162,1,1157,170
163,1,1141,142
164,1,1133,119
165,1,1123,96
166,1,1113,76
167,1,1108,54
168,1,1100,36
169,1,1091,19
170,1,1087,5
171,1,1077,0
172,1,1068,2
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,0,0,0
181,0,0,0
182,0,0,0
183,0,0,0
184,0,0,0
185,1,986,6
186,1,981,13
187,1,973,24
188,1,971,38
189,1,968,56
190,1,964,76
191,1,958,97
192,1,953,123
193,1,947,149
194,1,943,171
195,1,941,196
196,1,937,220
197,1,932,254
198,1,929,278
199,1,928,320
200,1,919,346
201,1,916,377
202,1,914,414
203,1,912,453
204,1,904,487
205,1,904,523
206,1,907,521
207,1,909,480
208,1,915,432
209,1,921,388
210,1,926,341
211,1,930,304
212,1,935,269
213,1,939,230
214,1,943,202
215,1,947,168
216,1,953,142
217,1,956,113
218,1,960,87
219,1,965,61
220,1,968,42
221,1,972,22
222,1,973,8
223,0,0,0
224,0,0,0
225,0,0,0
