Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,1,1207,602
9,1,1185,418
10,1,1175,266
11,1,1172,80
12,1,394,439
13,1,389,424
14,1,388,412
15,1,383,399
16,1,383,386
17,1,381,376
18,1,376,371
19,1,373,364
20,1,369,354
21,1,364,347
22,1,363,346
23,1,361,342
24,1,361,342
25,1,358,342
26,1,354,345
27,1,354,345
28,1,347,348
29,1,345,350
30,1,337,354
31,1,334,362
32,1,330,370
33,1,329,378
34,1,383,357
35,1,440,339
36,1,483,332
37,1,533,316
38,1,569,297
39,1,613,290
40,1,643,276
41,1,670,271
42,1,692,266
43,1,713,263
44,1,728,255
45,1,744,256
46,1,761,254
47,1,775,250
48,1,793,257
49,1,803,265
50,1,821,274
51,1,837,282
52,1,851,288
53,1,871,299
54,1,895,304
55,1,913,312
56,1,949,328
57,1,976,339
58,1,1009,351
59,1,1053,362
60,1,1099,375
61,1,1143,396
62,1,1197,413
63,1,1254,444
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,1,1271,72
78,1,1271,48
79,1,1267,28
80,1,1266,6
81,1,1260,4
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
107,1,1050,5
108,1,1041,26
109,1,1037,44
110,1,1029,72
111,1,1020,94
112,1,1013,125
113,1,1006,150
114,1,997,184
115,1,993,213
116,1,981,243
117,1,976,280
118,1,967,313
119,1,960,358
120,1,955,388
121,1,951,426
122,1,951,436
123,1,946,408
124,1,942,376
125,1,935,340
126,1,935,300
127,1,929,266
128,1,923,238
129,1,918,207
130,1,917,186
131,1,917,162
132,1,912,140
133,1,915,116
134,1,913,98
135,1,910,79
136,1,912,64
137,1,912,57
138,1,915,42
139,1,915,32
140,1,913,26
141,1,917,18
142,1,917,8
143,1,917,8
144,1,918,7
145,1,921,6
146,1,922,6
147,1,926,6
148,1,929,12
149,1,934,16
150,1,932,22
151,1,941,36
152,1,945,47
153,1,950,61
154,1,953,76
155,1,959,92
156,1,963,113
157,1,969,130
158,1,973,146
159,1,977,168
160,1,983,191
161,1,987,212
162,1,993,237
163,1,997,262
164,1,991,280
165,1,924,288
166,1,864,294
167,1,849,296
168,1,879,282
169,1,906,268
170,1,935,258
171,1,973,244
172,1,1004,242
173,1,1035,235
174,1,1073,228
175,1,1110,225
176,1,1143,225
177,1,1170,222
178,1,1189,222
179,1,1191,222
180,1,1183,226
181,1,1177,232
182,1,1165,239
183,1,1153,248
184,1,1147,251
185,1,1135,265
186,1,1128,270
187,1,1118,285
188,1,1111,296
189,1,1102,308
190,1,1094,321
191,1,1083,337
192,1,1076,355
193,1,1065,375
194,1,1056,394
195,1,1048,409
196,1,1040,427
197,1,1037,454
198,1,1029,456
199,1,1024,432
200,1,1021,411
201,1,1011,393
202,1,1003,375
203,1,1000,358
204,1,994,339
205,1,989,328
206,1,988,312
207,1,989,302
208,1,991,291
209,1,994,284
210,1,997,276
211,1,998,270
212,1,1004,264
213,1,1007,261
214,1,1015,258
215,1,1017,258
216,1,1023,256
217,1,1027,261
218,1,1035,262
219,1,1037,266
220,1,1038,270
221,1,1047,278
222,1,1047,283
223,1,1054,294
224,1,1055,296
225,1,1060,306
226,1,1063,320
227,1,1066,326
228,1,1071,342
229,1,1071,351
230,1,1077,370
231,1,1081,384
232,1,1085,401
233,1,1089,398
234,1,1093,382
235,1,1099,369
236,1,1103,352
237,1,1115,344
238,1,1107,329
239,1,1115,318
