Frame,Visibility,X,Y
0,1,1384,319
1,1,1387,315
2,1,1393,301
3,1,1390,298
4,1,1392,291
5,1,1399,282
6,1,1398,279
7,1,1402,276
8,1,1407,270
9,1,1407,270
10,1,1407,270
11,1,1416,273
12,1,1416,273
13,1,1419,274
14,1,1420,276
15,1,1426,279
16,1,1429,285
17,1,1435,291
18,1,1441,298
19,1,1440,306
20,1,1452,319
21,1,1450,328
22,1,1435,322
23,1,1408,315
24,1,1380,307
25,1,1353,306
26,1,1327,306
27,1,1291,301
28,1,1267,300
29,1,1233,301
30,1,1206,304
31,1,1179,301
32,1,1146,307
33,1,1114,313
34,1,1089,315
35,1,1059,328
36,1,1020,334
37,1,1002,348
38,1,967,354
39,1,934,367
40,1,897,381
41,1,877,387
42,1,847,405
43,1,807,427
44,1,778,438
45,1,754,451
46,1,723,468
47,1,693,487
48,1,670,507
49,1,646,523
50,1,621,549
51,1,594,565
52,1,567,583
53,1,594,567
54,1,619,550
55,1,646,535
56,1,681,519
57,1,705,502
58,1,727,489
59,1,745,465
60,1,772,459
61,1,778,451
62,1,798,444
63,1,811,426
64,1,829,417
65,1,853,412
66,1,865,403
67,1,882,397
68,1,892,393
69,1,903,391
70,1,922,384
71,1,933,384
72,1,945,378
73,1,957,379
74,1,972,382
75,1,982,385
76,1,991,388
77,1,1005,394
78,1,1021,399
79,1,1023,405
80,1,1042,417
81,1,1054,427
82,1,1054,439
83,1,1065,454
84,1,1071,466
85,1,1077,480
86,1,1065,489
87,1,1051,498
88,1,1032,505
89,1,1008,508
90,1,988,520
91,1,976,535
92,1,958,547
93,1,942,555
94,1,925,571
95,1,912,591
96,1,897,604
97,1,883,618
98,1,873,586
99,1,859,559
100,1,844,529
101,1,838,507
102,1,825,471
103,1,813,450
104,1,811,426
105,1,804,405
106,1,798,382
107,1,787,358
108,1,777,342
109,1,769,327
110,1,757,309
111,1,751,295
112,1,745,279
113,1,736,273
114,1,730,261
115,1,723,255
116,1,712,243
117,1,709,234
118,1,709,229
119,1,706,226
120,1,708,228
121,1,708,228
122,1,708,228
123,1,705,225
124,1,706,232
125,1,706,238
126,1,709,244
127,1,712,255
128,1,718,259
129,1,723,271
130,1,726,283
131,1,730,294
132,1,733,304
133,1,738,319
134,1,739,331
135,1,745,342
136,1,742,360
137,1,747,378
138,1,747,391
139,1,759,406
140,1,801,393
141,1,823,385
142,1,870,379
143,1,897,373
144,1,933,366
145,1,972,363
146,1,1000,361
147,1,1048,354
148,1,1083,355
149,1,1122,355
150,1,1161,363
151,1,1201,358
152,1,1236,367
153,1,1266,375
154,1,1297,381
155,1,1324,385
156,1,1353,391
157,1,1381,400
158,1,1402,421
159,1,1431,433
160,1,1458,442
161,1,1465,463
162,1,1495,471
163,1,1507,492
164,1,1528,513
165,1,1536,529
166,1,1548,549
167,1,1567,571
168,1,1578,594
169,1,1593,616
170,1,1578,601
171,1,1549,568
172,1,1515,531
173,1,1483,504
174,1,1450,468
175,1,1422,442
176,1,1402,415
177,1,1377,397
178,1,1348,373
179,1,1329,348
180,1,1311,331
181,1,1303,304
182,1,1290,291
183,1,1284,277
184,1,1267,261
185,1,1255,250
186,1,1251,240
187,1,1233,225
188,1,1225,222
189,1,1213,213
190,1,1198,210
191,1,1186,205
192,1,1174,207
193,1,1162,205
194,1,1152,208
195,1,1137,211
196,1,1126,219
197,1,1114,225
198,1,1107,232
199,1,1092,244
200,1,1080,250
201,1,1080,264
202,1,1077,273
203,1,1068,286
204,1,1060,301
205,1,1059,321
206,1,1056,331
207,1,1048,348
208,1,1047,364
209,1,1045,387
210,1,1039,412
211,1,1039,429
212,1,1039,454
213,1,1033,474
214,1,1036,504
215,1,1033,525
216,1,1048,526
217,1,1054,502
218,1,1063,486
219,1,1068,462
220,1,1074,444
221,1,1084,426
222,1,1084,403
223,1,1096,387
224,1,1093,373
225,1,1104,358
226,1,1108,342
227,1,1113,333
228,1,1120,316
229,1,1119,310
230,1,1123,304
231,1,1131,295
232,1,1134,292
233,1,1134,289
234,1,1137,292
235,1,1143,288
236,1,1144,295
237,1,1146,297
238,1,1149,304
239,1,1150,315
