Frame,Visibility,X,Y
0,1,955,249
1,1,962,255
2,1,973,265
3,1,977,272
4,1,984,285
5,1,989,298
6,1,998,301
7,1,1004,313
8,1,1008,333
9,1,1021,345
10,1,1029,358
11,1,1037,374
12,1,1049,400
13,1,1066,423
14,1,1076,434
15,1,1103,458
16,1,1122,476
17,1,1151,502
18,1,1177,530
19,1,1220,555
20,1,1236,565
21,1,1222,522
22,1,1203,482
23,1,1186,445
24,1,1175,406
25,1,1167,378
26,1,1139,340
27,1,1130,311
28,1,1122,280
29,1,1108,258
30,1,1102,254
31,1,1094,231
32,1,1088,208
33,1,1076,187
34,1,1067,166
35,1,1059,147
36,1,1054,125
37,1,1049,108
38,1,1046,95
39,1,1051,84
40,1,1051,72
41,1,1048,64
42,1,1045,56
43,1,1047,47
44,1,1047,42
45,1,1043,35
46,1,1043,34
47,1,1043,34
48,1,1036,33
49,1,1036,33
50,1,1030,39
51,1,1027,43
52,1,1026,47
53,1,1023,54
54,1,1015,62
55,1,1014,75
56,1,1008,78
57,1,1005,94
58,1,997,110
59,1,993,121
60,1,991,133
61,1,981,152
62,1,980,171
63,1,971,191
64,1,964,206
65,1,961,226
66,1,955,253
67,1,946,274
68,1,944,296
69,1,936,316
70,1,931,322
71,1,940,296
72,1,948,276
73,1,950,264
74,1,954,254
75,1,955,238
76,1,957,225
77,1,961,217
78,1,967,204
79,1,969,198
80,1,978,186
81,1,978,177
82,1,978,176
83,1,978,176
84,1,981,174
85,1,986,172
86,1,994,179
87,1,995,177
88,1,999,184
89,1,1003,187
90,1,1012,188
91,1,1016,203
92,1,1018,213
93,1,1025,224
94,1,1029,238
95,1,1031,245
96,1,1041,260
97,1,1046,275
98,1,1053,295
99,1,1002,311
100,1,957,325
101,1,925,334
102,1,885,354
103,1,851,374
104,1,819,384
105,1,788,395
106,1,764,416
107,1,778,432
108,1,836,443
109,1,877,455
110,1,918,474
111,1,960,485
112,1,1009,501
113,1,1045,520
114,1,1083,540
115,1,1122,568
116,1,1138,555
117,1,1148,548
118,1,1147,555
119,1,1149,549
