Frame,Visibility,X,Y
0,1,652,333
1,1,678,327
2,1,702,325
3,1,721,318
4,1,754,315
5,1,777,309
6,1,804,307
7,1,828,307
8,1,852,303
9,1,876,304
10,1,901,306
11,1,916,307
12,1,945,316
13,1,966,321
14,1,988,327
15,1,1018,333
16,1,1041,340
17,1,1066,354
18,1,1095,363
19,1,1116,370
20,1,1146,378
21,1,1180,390
22,1,1207,403
23,1,1236,415
24,1,1263,427
25,1,1296,445
26,1,1318,463
27,1,1342,478
28,1,1375,501
29,1,1398,517
30,1,1429,537
31,1,1461,550
32,1,1480,571
33,1,1519,592
34,1,1536,615
35,1,1560,628
36,1,1521,579
37,1,1489,538
38,1,1456,507
39,1,1426,468
40,1,1389,421
41,1,1359,400
42,1,1327,361
43,1,1291,336
44,1,1267,313
45,1,1240,283
46,1,1222,265
47,1,1210,247
48,1,1189,223
49,1,1179,204
50,1,1168,184
51,1,1158,175
52,1,1144,162
53,1,1129,148
54,1,1117,141
55,1,1114,139
56,1,1107,132
57,1,1096,117
58,1,1090,111
59,1,1090,109
60,1,1084,109
61,1,1084,103
62,1,1081,105
63,1,1075,108
64,1,1075,108
65,1,1074,114
66,1,1069,123
67,1,1068,124
68,1,1065,127
69,1,1065,136
70,1,1066,147
71,1,1065,162
72,1,1057,168
73,1,1057,186
74,1,1057,204
75,1,1057,217
76,1,1053,232
77,1,1053,253
78,1,1050,268
79,1,1047,294
80,1,1047,312
81,1,1047,333
82,1,1045,358
83,1,1059,355
84,1,1062,337
85,1,1075,327
86,1,1089,307
87,1,1104,297
88,1,1119,285
89,1,1131,273
90,1,1143,262
91,1,1162,247
92,1,1177,237
93,1,1194,235
94,1,1207,222
95,1,1221,219
96,1,1230,214
97,1,1246,204
98,1,1243,205
99,1,1255,207
100,1,1266,207
101,1,1267,208
102,1,1279,213
103,1,1284,217
104,1,1285,223
105,1,1293,235
106,1,1296,247
107,1,1302,255
108,1,1308,276
109,1,1315,294
110,1,1318,312
111,1,1320,333
112,1,1329,361
113,1,1332,382
114,1,1341,411
115,1,1344,445
116,1,1348,478
117,1,1356,520
118,1,1359,559
119,1,1363,588
120,1,1368,628
121,1,1276,628
122,1,1167,621
123,1,1086,606
124,1,1072,604
125,1,1090,609
126,1,1105,597
127,1,1122,592
128,1,1140,589
129,1,1171,585
130,1,1191,585
131,1,1224,588
132,1,1249,588
133,1,1282,594
134,1,1309,603
135,1,1338,610
136,1,1366,621
137,1,1395,633
138,1,1417,646
139,1,1441,649
140,1,1458,672
141,1,1473,682
142,1,1483,699
143,1,1470,649
144,1,1467,606
145,1,1456,568
146,1,1446,513
147,1,1438,477
148,1,1429,439
149,1,1420,391
150,1,1416,358
151,1,1398,324
152,1,1384,291
153,1,1377,256
154,1,1366,226
155,1,1359,199
156,1,1348,169
157,1,1339,141
158,1,1324,120
159,1,1312,97
160,1,1302,78
161,1,1293,57
162,1,1279,40
163,1,1272,28
164,1,1261,16
165,1,1251,6
166,1,1239,6
167,1,1228,4
168,1,1218,1
169,1,1207,1
170,1,1194,3
171,1,1183,3
172,1,1180,4
173,1,1165,16
174,1,1156,16
175,1,1150,27
176,1,1137,34
177,1,1126,45
178,1,1123,57
179,1,1108,67
180,1,1098,79
181,1,1093,90
182,1,1084,108
183,1,1074,121
184,1,1065,136
185,1,1054,151
186,1,1047,168
187,1,1045,181
188,1,1035,199
189,1,1030,217
190,1,1023,235
191,1,1017,256
192,1,1009,273
193,1,1002,301
194,1,993,324
195,1,987,340
196,1,976,366
197,1,972,381
198,1,957,405
199,1,961,402
200,1,963,384
201,1,970,375
202,1,973,351
203,1,973,333
204,1,976,313
205,1,981,297
206,1,984,280
207,1,985,265
208,1,990,252
209,1,993,232
210,1,990,225
211,1,993,214
212,1,993,207
213,1,991,190
214,1,985,183
215,1,985,174
216,1,985,174
217,1,984,169
218,1,984,168
219,1,982,165
220,1,982,159
221,1,982,165
222,1,982,169
223,1,982,169
224,1,981,172
225,1,978,178
226,1,979,184
227,1,976,186
228,1,976,199
229,1,975,207
230,1,976,219
231,1,978,232
232,1,979,247
233,1,981,261
234,1,979,274
235,1,979,295
236,1,978,312
237,1,976,331
238,1,979,352
239,1,981,375
