Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,1,1256,304
4,1,1246,308
5,1,1232,305
6,1,1220,305
7,1,1206,308
8,1,1197,307
9,1,1182,311
10,1,1172,312
11,1,1161,317
12,1,1145,319
13,1,1134,326
14,1,1117,335
15,1,1103,347
16,1,1086,355
17,1,1070,365
18,1,1045,381
19,1,1024,399
20,1,1000,419
21,1,974,437
22,1,948,457
23,1,916,475
24,1,877,504
25,1,838,535
26,1,797,568
27,1,748,597
28,1,721,607
29,1,733,559
30,1,755,528
31,1,769,488
32,1,783,456
33,1,798,422
34,1,806,391
35,1,820,358
36,1,834,327
37,1,842,296
38,1,857,267
39,1,869,243
40,1,880,217
41,1,896,193
42,1,904,173
43,1,917,148
44,1,926,130
45,1,933,117
46,1,941,97
47,1,951,83
48,1,957,72
49,1,966,60
50,1,970,51
51,1,977,44
52,1,981,36
53,1,986,35
54,1,985,28
55,1,988,28
56,1,985,24
57,1,985,26
58,1,980,30
59,1,982,32
60,1,979,39
61,1,978,47
62,1,978,55
63,1,979,66
64,1,979,77
65,1,978,88
66,1,979,108
67,1,981,122
68,1,981,139
69,1,982,162
70,1,986,184
71,1,986,203
72,1,991,228
73,1,995,256
74,1,998,283
75,1,1007,308
76,1,1015,335
77,1,1025,367
78,1,1029,397
79,1,1035,429
80,1,1009,453
81,1,953,475
82,1,902,489
83,1,846,510
84,1,795,528
85,1,744,547
86,1,690,574
87,1,634,595
88,1,591,623
89,1,547,642
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,1,426,617
99,1,429,591
100,1,431,573
101,1,437,549
102,1,429,536
103,1,431,518
104,1,429,505
105,1,422,494
106,1,416,483
107,1,409,476
108,1,400,470
109,1,391,465
110,1,377,463
111,1,361,466
112,1,345,467
113,1,326,468
114,1,307,473
115,1,283,480
116,1,262,486
117,1,241,497
118,1,216,504
119,1,193,521
