Frame,Visibility,X,Y
0,1,910,353
1,1,887,358
2,1,875,364
3,1,867,368
4,1,860,374
5,1,861,385
6,1,855,388
7,1,857,393
8,1,873,389
9,1,886,382
10,1,894,380
11,1,897,381
12,1,897,381
13,1,891,383
14,1,885,389
15,1,870,394
16,1,843,403
17,1,802,416
18,1,752,435
19,1,703,455
20,1,659,476
21,1,614,497
22,1,572,523
23,1,536,545
24,1,501,560
25,1,519,531
26,1,535,493
27,1,550,461
28,1,568,428
29,1,581,402
30,1,601,369
31,1,615,345
32,1,628,322
33,1,650,296
34,1,662,278
35,1,680,258
36,1,689,238
37,1,707,220
38,1,719,203
39,1,731,190
40,1,740,178
41,1,755,169
42,1,769,160
43,1,772,150
44,1,784,142
45,1,792,141
46,1,801,139
47,1,811,134
48,1,818,138
49,1,827,140
50,1,835,138
51,1,841,146
52,1,849,151
53,1,855,158
54,1,865,162
55,1,867,177
56,1,868,188
57,1,875,199
58,1,880,212
59,1,884,226
60,1,887,236
61,1,892,261
62,1,895,286
63,1,902,300
64,1,907,323
65,1,916,355
66,1,919,372
67,1,919,385
68,1,914,361
69,1,903,324
70,1,899,291
71,1,892,258
72,1,888,225
73,1,884,211
74,1,878,189
75,1,872,159
76,1,870,139
77,1,866,128
78,1,860,109
79,1,861,96
80,1,860,82
81,1,852,70
82,1,851,60
83,1,849,52
84,1,848,46
85,1,844,44
86,1,844,41
87,1,842,39
88,1,838,38
89,1,838,38
90,1,834,40
91,1,832,46
92,1,829,52
93,1,823,61
94,1,819,69
95,1,812,79
96,1,808,91
97,1,804,104
98,1,800,115
99,1,794,131
100,1,792,144
101,1,784,161
102,1,777,180
103,1,768,197
104,1,760,225
105,1,761,242
106,1,838,253
107,1,910,272
108,1,973,292
109,1,1047,312
110,1,1107,334
111,1,1171,362
112,1,1248,389
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
119,0,0,0
120,0,0,0
121,0,0,0
122,1,1272,311
123,1,1242,265
124,1,1211,227
125,1,1193,197
126,1,1175,160
127,1,1167,133
128,1,1160,104
129,1,1149,75
130,1,1143,52
131,1,1140,24
132,1,1131,3
133,0,0,0
134,0,0,0
135,0,0,0
136,0,0,0
137,0,0,0
138,0,0,0
139,0,0,0
140,0,0,0
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,0
147,0,0,0
148,0,0,0
149,0,0,0
150,0,0,0
151,0,0,0
152,0,0,0
153,0,0,0
154,0,0,0
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,0
159,0,0,0
160,0,0,0
161,0,0,0
162,0,0,0
163,0,0,0
164,1,1097,1
165,1,1089,17
166,1,1094,43
167,1,1092,66
168,1,1089,84
169,1,1090,109
170,1,1086,137
171,1,1085,163
172,1,1086,191
173,1,1089,224
174,1,1085,253
175,1,1084,273
176,1,1088,273
177,1,1098,242
178,1,1107,219
179,1,1114,193
180,1,1124,169
181,1,1136,146
182,1,1144,125
183,1,1151,99
184,1,1165,83
185,1,1175,66
186,1,1185,46
187,1,1197,27
188,1,1204,13
189,1,1213,10
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,0
206,0,0,0
207,0,0,0
208,0,0,0
209,0,0,0
