Frame,Visibility,X,Y
0,1,1561,378
1,1,1563,387
2,1,1548,390
3,1,1513,381
4,1,1480,364
5,1,1446,352
6,1,1410,346
7,1,1386,340
8,1,1348,339
9,1,1305,328
10,1,1276,327
11,1,1242,322
12,1,1213,324
13,1,1183,321
14,1,1144,322
15,1,1120,324
16,1,1084,325
17,1,1059,328
18,1,1027,336
19,1,999,342
20,1,967,349
21,1,937,358
22,1,912,367
23,1,888,376
24,1,862,382
25,1,826,391
26,1,807,403
27,1,771,412
28,1,745,433
29,1,723,447
30,1,690,457
31,1,660,468
32,1,633,483
33,1,607,499
34,1,583,511
35,1,558,528
36,1,525,534
37,1,493,558
38,1,474,571
39,1,453,589
40,1,466,565
41,1,486,546
42,1,517,517
43,1,547,495
44,1,568,475
45,1,594,451
46,1,619,433
47,1,652,415
48,1,667,397
49,1,693,379
50,1,708,367
51,1,718,357
52,1,738,348
53,1,747,339
54,1,762,330
55,1,775,327
56,1,786,319
57,1,801,315
58,1,813,310
59,1,825,310
60,1,838,310
61,1,849,313
62,1,862,313
63,1,871,313
64,1,882,315
65,1,897,322
66,1,907,325
67,1,915,328
68,1,921,337
69,1,934,345
70,1,942,351
71,1,951,367
72,1,960,373
73,1,966,384
74,1,972,396
75,1,975,403
76,1,981,420
77,1,987,439
78,1,996,454
79,1,1002,465
80,1,1011,484
81,1,1015,496
82,1,1021,514
83,1,1023,534
84,1,1021,528
85,1,1023,508
86,1,1014,480
87,1,1014,463
88,1,1002,445
89,1,1000,424
90,1,999,406
91,1,996,393
92,1,988,375
93,1,985,363
94,1,979,351
95,1,976,336
96,1,973,321
97,1,966,306
98,1,964,298
99,1,955,289
100,1,951,282
101,1,943,277
102,1,934,273
103,1,928,270
104,1,922,262
105,1,922,258
106,1,916,261
107,1,912,261
108,1,909,262
109,1,907,264
110,1,903,267
111,1,901,270
112,1,900,274
113,1,895,282
114,1,892,286
115,1,891,292
116,1,888,292
117,1,885,312
118,1,879,319
119,1,876,340
120,1,876,343
121,1,871,351
122,1,868,364
123,1,864,373
124,1,889,379
125,1,934,376
126,1,975,379
127,1,1018,379
128,1,1063,376
129,1,1101,379
130,1,1137,384
131,1,1173,388
132,1,1203,393
133,1,1228,397
134,1,1263,408
135,1,1281,408
136,1,1299,414
137,1,1315,421
138,1,1324,429
139,1,1338,439
140,1,1341,447
141,1,1350,460
142,1,1350,471
143,1,1354,483
144,1,1360,493
145,1,1359,502
146,1,1333,483
147,1,1302,456
148,1,1269,429
149,1,1245,408
150,1,1225,385
151,1,1198,364
152,1,1177,346
153,1,1159,325
154,1,1140,306
155,1,1126,289
156,1,1110,270
157,1,1099,253
158,1,1087,240
159,1,1078,223
160,1,1072,213
161,1,1060,201
162,1,1057,186
163,1,1050,175
164,1,1039,165
165,1,1032,153
166,1,1027,148
167,1,1018,139
168,1,1011,132
169,1,1002,127
170,1,999,127
171,1,987,124
172,1,982,121
173,1,972,121
174,1,969,118
175,1,958,126
176,1,949,126
177,1,943,129
178,1,931,138
179,1,925,144
180,1,916,150
181,1,910,156
182,1,906,168
183,1,898,183
184,1,888,193
185,1,879,207
186,1,874,222
187,1,861,235
188,1,858,256
189,1,850,267
190,1,843,292
191,1,835,307
192,1,829,324
193,1,820,349
194,1,820,372
195,1,819,397
196,1,817,418
197,1,816,451
198,1,816,468
199,1,817,465
200,1,823,456
201,1,823,459
202,1,832,450
203,1,835,451
204,1,841,453
205,1,847,456
206,1,853,459
207,1,855,460
208,1,864,465
209,1,870,471
